transcript_id,q_value
ENST00000697661.1,0.614683921
ENST00000301587.9,0.616948976
ENST00000714200.1,0.61815852
ENST00000259457.8,0.61815852
ENST00000498485.5,0.61815852
ENST00000423431.5,0.620437112
ENST00000418807.7,0.622884523
ENST00000585853.2,0.622884523
ENST00000530585.5,0.622884523
ENST00000678416.1,0.622884523
ENST00000528798.1,0.622884523
ENST00000697662.1,0.623908241
ENST00000402131.5,0.623908241
ENST00000380953.6,0.623908241
ENST00000330459.8,0.623908241
ENST00000376392.10,0.62453682
ENST00000503787.6,0.625106422
ENST00000553027.1,0.626613183
ENST00000620041.5,0.626613183
ENST00000396858.5,0.627809091
ENST00000463841.1,0.627809091
ENST00000693186.1,0.627809091
ENST00000614624.4,0.630125311
ENST00000270142.11,0.6323445
ENST00000565985.1,0.638097793
ENST00000563749.1,0.639371447
ENST00000350669.5,0.644870276
ENST00000262584.7,0.647248272
ENST00000694905.1,0.647248272
ENST00000474740.1,0.647248272
ENST00000676687.1,0.647248272
ENST00000432462.6,0.647248272
ENST00000679793.1,0.648337042
ENST00000521291.5,0.648984698
ENST00000411827.2,0.649107412
ENST00000498765.5,0.649107412
ENST00000684137.1,0.649107412
ENST00000573792.5,0.649107412
ENST00000477613.6,0.649107412
ENST00000464651.1,0.649107412
ENST00000299964.4,0.649107412
ENST00000489407.1,0.649107412
ENST00000600147.5,0.649278226
ENST00000454173.1,0.649603095
ENST00000409368.5,0.649603095
ENST00000469050.1,0.649603095
ENST00000413140.5,0.649603095
ENST00000678135.1,0.649603095
ENST00000645585.1,0.649603095
ENST00000624697.4,0.649603095
ENST00000649529.1,0.649603095
ENST00000497322.1,0.649603095
ENST00000447653.8,0.650719548
ENST00000512623.1,0.651195915
ENST00000508200.5,0.651600753
ENST00000409747.5,0.651600753
ENST00000552588.5,0.652647074
ENST00000645609.1,0.652647074
ENST00000593775.5,0.652647074
ENST00000563150.1,0.652647074
ENST00000227266.10,0.652647074
ENST00000685650.1,0.652647074
ENST00000443561.3,0.652647074
ENST00000265462.9,0.652647074
ENST00000380959.7,0.652647074
ENST00000530208.1,0.652647074
ENST00000531357.1,0.652647074
ENST00000645540.1,0.652647074
ENST00000590325.1,0.652647074
ENST00000708926.1,0.652715745
ENST00000634230.1,0.654205827
ENST00000542174.5,0.655737573
ENST00000596073.6,0.65628486
ENST00000547687.2,0.65628486
ENST00000418625.5,0.65628486
ENST00000678304.1,0.657311157
ENST00000351554.8,0.658689181
ENST00000431533.6,0.658689181
ENST00000530726.5,0.658689181
ENST00000422748.5,0.660174111
ENST00000597529.1,0.660329365
ENST00000630540.2,0.66042469
ENST00000474377.5,0.662226831
ENST00000267935.13,0.662458721
ENST00000485947.1,0.663370404
ENST00000677711.2,0.663370404
ENST00000470852.5,0.663370404
ENST00000590618.1,0.663370404
ENST00000530721.5,0.664671423
ENST00000378425.9,0.664671423
ENST00000310837.8,0.664671423
ENST00000567312.5,0.664853012
ENST00000561840.1,0.665140501
ENST00000585474.5,0.665332713
ENST00000372079.1,0.66634707
ENST00000223500.9,0.666349196
ENST00000419016.6,0.666349196
ENST00000301821.11,0.666349196
ENST00000704008.1,0.667301563
ENST00000648161.1,0.668908038
ENST00000552316.1,0.670555623
ENST00000602216.1,0.672280432
ENST00000366527.4,0.672280432
ENST00000532702.1,0.672280432
ENST00000465432.1,0.672280432
ENST00000490223.1,0.67235482
ENST00000548309.1,0.67235482
ENST00000613100.1,0.67235482
ENST00000618428.4,0.67235482
ENST00000310450.8,0.674400262
ENST00000463371.1,0.675798699
ENST00000484969.5,0.675836135
ENST00000368356.9,0.676455102
ENST00000686016.1,0.679792292
ENST00000409909.7,0.679928544
