Reference	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENST00000406022.6	RPL10	8.0	9.0	9.0	11.0	14.0	15.0	9.0	11.0	12.0	10.0	10.0	10.0	13.0	11.0	14.0
ENST00000237500.10	MYL12B	10.0	12.0	10.0	44.0	24.0	93.0	9.0	65.0	49.0	42.0	50.0	46.0	84.0	56.0	66.0
MSTRG.12801.21	MSTRG.12801	8.0	9.0	6.0	11.0	12.0	8.0	9.0	3.0	2.0	1.0	1.0	1.0	3.0	2.0	2.0
ENST00000606769.1	SNORA28	101.0	0.0	0.0	34.0	10.0	9.0	9.0	37.0	0.0	14.0	13.0	0.0	0.0	14.0	11.0
ENST00000384762.1	SNORA46	0.0	0.0	0.0	0.0	19.0	0.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0
MSTRG.22464.5	MSTRG.22464	13.0	10.0	6.0	5.0	17.0	8.0	9.0	0.0	4.0	4.0	6.0	3.0	0.0	1.0	4.0
ENST00000599255.5	EMP3	2.0	7.0	8.0	9.0	13.0	29.0	9.0	24.0	26.0	24.0	22.0	12.0	3.0	9.0	27.0
ENST00000474740.1	NDUFV2	29.0	11.0	17.0	15.0	22.0	10.0	9.0	11.0	12.0	8.0	10.0	5.0	14.0	9.0	10.0
ENST00000363442.1	RN7SKP255	10.0	15.0	12.0	6.0	8.0	6.0	9.0	17.0	20.0	21.0	27.0	10.0	8.0	9.0	17.0
MSTRG.10395.8	MSTRG.10395	7.0	7.0	11.0	22.0	18.0	11.0	9.0	15.0	13.0	18.0	19.0	13.0	6.0	18.0	23.0
MSTRG.4918.17	MSTRG.4918	6.0	3.0	8.0	9.0	9.0	8.0	9.0	3.0	5.0	8.0	12.0	8.0	8.0	9.0	6.0
ENST00000593264.5	UQCR11	10.0	9.0	9.0	14.0	14.0	13.0	9.0	13.0	16.0	13.0	15.0	13.0	3.0	12.0	19.0
ENST00000644531.1	SMIM27	4.0	5.0	6.0	10.0	9.0	15.0	9.0	11.0	10.0	8.0	10.0	11.0	9.0	11.0	12.0
MSTRG.27639.4	MSTRG.27639	1.0	0.0	8.0	0.0	0.0	0.0	9.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0
MSTRG.20341.1	MSTRG.20341	26.0	12.0	16.0	21.0	24.0	26.0	9.0	15.0	27.0	15.0	7.0	9.0	20.0	6.0	19.0
ENST00000379847.8	NDUFB6	4.0	7.0	9.0	30.0	16.0	49.0	9.0	34.0	30.0	25.0	31.0	32.0	44.0	40.0	44.0
MSTRG.20406.2	MSTRG.20406	3.0	2.0	3.0	7.0	7.0	4.0	9.0	4.0	11.0	5.0	0.0	0.0	9.0	3.0	0.0
MSTRG.23196.1	MSTRG.23196	1.0	3.0	4.0	10.0	0.0	2.0	9.0	0.0	0.0	2.0	8.0	4.0	0.0	4.0	5.0
MSTRG.27639.3	MSTRG.27639	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0
MSTRG.20593.4	MSTRG.20593	24.0	10.0	13.0	4.0	14.0	7.0	9.0	12.0	8.0	10.0	6.0	3.0	1.0	3.0	5.0
MSTRG.8868.13	MSTRG.8868	26.0	15.0	28.0	16.0	13.0	34.0	9.0	14.0	17.0	20.0	33.0	2.0	0.0	11.0	3.0
ENST00000632659.1	EEF1D	11.0	10.0	10.0	12.0	14.0	14.0	9.0	9.0	10.0	9.0	12.0	12.0	8.0	12.0	7.0
MSTRG.13365.11	MSTRG.13365	14.0	13.0	1.0	14.0	11.0	12.0	9.0	6.0	3.0	11.0	12.0	6.0	0.0	4.0	6.0
MSTRG.4868.13	MSTRG.4868	18.0	9.0	9.0	6.0	13.0	12.0	9.0	5.0	6.0	6.0	7.0	4.0	4.0	7.0	4.0
MSTRG.4868.11	MSTRG.4868	14.0	11.0	9.0	9.0	11.0	15.0	9.0	7.0	8.0	7.0	8.0	8.0	7.0	9.0	5.0
MSTRG.4863.1	MSTRG.4863	11.0	5.0	3.0	4.0	6.0	7.0	9.0	3.0	10.0	5.0	3.0	1.0	15.0	11.0	3.0
MSTRG.4841.21	MSTRG.4841	13.0	9.0	9.0	10.0	29.0	14.0	9.0	14.0	3.0	9.0	8.0	2.0	13.0	9.0	3.0
ENST00000279259.7	FAU	12.0	8.0	8.0	11.0	13.0	11.0	9.0	16.0	14.0	12.0	14.0	11.0	13.0	14.0	16.0
MSTRG.14548.12	MSTRG.14548	0.0	9.0	6.0	8.0	4.0	12.0	9.0	4.0	8.0	11.0	9.0	6.0	0.0	0.0	5.0
MSTRG.4827.7	MSTRG.4827	0.0	6.0	4.0	2.0	0.0	5.0	9.0	4.0	3.0	8.0	1.0	3.0	0.0	3.0	1.0
ENST00000681842.1	ACTG1	15.0	10.0	12.0	12.0	13.0	8.0	9.0	7.0	8.0	7.0	7.0	6.0	9.0	8.0	9.0
ENST00000449942.6	FKBP2	2.0	3.0	4.0	14.0	11.0	20.0	9.0	14.0	13.0	10.0	13.0	19.0	24.0	17.0	25.0
ENST00000545581.5	C12orf57	5.0	5.0	7.0	17.0	14.0	21.0	9.0	22.0	22.0	18.0	22.0	24.0	23.0	21.0	29.0
ENST00000225969.9	MRPL27	4.0	6.0	8.0	30.0	15.0	46.0	9.0	29.0	25.0	23.0	27.0	27.0	37.0	35.0	36.0
MSTRG.17461.8	MSTRG.17461	3.0	12.0	8.0	9.0	6.0	15.0	9.0	1.0	7.0	10.0	7.0	3.0	0.0	3.0	5.0
MSTRG.18226.3	MSTRG.18226	21.0	17.0	15.0	6.0	10.0	5.0	9.0	8.0	9.0	4.0	6.0	4.0	0.0	0.0	5.0
MSTRG.11918.10	MSTRG.11918	1.0	5.0	4.0	17.0	7.0	20.0	9.0	13.0	13.0	9.0	14.0	15.0	15.0	14.0	16.0
MSTRG.17034.9	MSTRG.17034	2.0	14.0	0.0	8.0	5.0	2.0	9.0	6.0	4.0	0.0	13.0	3.0	10.0	3.0	2.0
MSTRG.17320.3	MSTRG.17320	5.0	1.0	2.0	2.0	2.0	10.0	9.0	0.0	3.0	1.0	2.0	2.0	0.0	3.0	0.0
MSTRG.56.4	MSTRG.56	7.0	13.0	10.0	4.0	14.0	4.0	9.0	4.0	7.0	2.0	3.0	1.0	7.0	6.0	2.0
MSTRG.13899.6	MSTRG.13899	3.0	15.0	14.0	6.0	13.0	11.0	9.0	10.0	17.0	13.0	12.0	14.0	6.0	6.0	7.0
MSTRG.18264.6	MSTRG.18264	10.0	7.0	13.0	11.0	17.0	6.0	9.0	10.0	11.0	8.0	10.0	6.0	8.0	7.0	8.0
MSTRG.5934.5	MSTRG.5934	11.0	9.0	7.0	8.0	7.0	2.0	9.0	7.0	6.0	9.0	5.0	6.0	0.0	7.0	5.0
MSTRG.17150.4	MSTRG.17150	11.0	5.0	8.0	10.0	11.0	9.0	9.0	12.0	7.0	10.0	4.0	6.0	10.0	8.0	7.0
MSTRG.27927.4	MSTRG.27927	10.0	9.0	10.0	7.0	16.0	7.0	9.0	10.0	13.0	9.0	6.0	8.0	7.0	7.0	9.0
MSTRG.2961.4	MSTRG.2961	11.0	9.0	10.0	9.0	9.0	3.0	9.0	3.0	4.0	3.0	3.0	2.0	2.0	4.0	4.0
MSTRG.9919.4	MSTRG.9919	2.0	3.0	4.0	0.0	0.0	2.0	9.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0
ENST00000707469.1	ACTG1	15.0	10.0	13.0	12.0	12.0	9.0	9.0	7.0	8.0	7.0	7.0	6.0	8.0	7.0	9.0
MSTRG.17179.1	MSTRG.17179	27.0	14.0	21.0	15.0	21.0	11.0	9.0	5.0	8.0	15.0	8.0	3.0	0.0	8.0	7.0
MSTRG.14326.10	MSTRG.14326	10.0	11.0	13.0	18.0	4.0	10.0	9.0	2.0	4.0	5.0	3.0	13.0	0.0	8.0	7.0
ENST00000466501.1	ENSG00000237550	6.0	9.0	10.0	11.0	12.0	10.0	9.0	14.0	12.0	14.0	10.0	12.0	15.0	12.0	11.0
MSTRG.425.6	MSTRG.425	5.0	9.0	13.0	16.0	9.0	13.0	9.0	10.0	6.0	7.0	9.0	8.0	6.0	12.0	10.0
ENST00000428008.6	ZFAS1	4.0	7.0	8.0	21.0	14.0	34.0	9.0	32.0	29.0	24.0	29.0	31.0	36.0	33.0	35.0
MSTRG.6205.20	MSTRG.6205	3.0	4.0	7.0	2.0	10.0	5.0	9.0	4.0	3.0	4.0	2.0	3.0	3.0	3.0	2.0
MSTRG.11630.2	MSTRG.11630	13.0	9.0	14.0	10.0	12.0	8.0	9.0	10.0	8.0	8.0	6.0	8.0	3.0	4.0	6.0
MSTRG.2041.2	MSTRG.2041	15.0	7.0	7.0	15.0	10.0	12.0	9.0	12.0	9.0	9.0	8.0	8.0	8.0	11.0	10.0
ENST00000552692.5	CD63	15.0	13.0	12.0	15.0	14.0	18.0	9.0	19.0	18.0	17.0	18.0	14.0	14.0	14.0	18.0
MSTRG.17994.5	MSTRG.17994	7.0	0.0	0.0	0.0	14.0	12.0	9.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
MSTRG.11372.12	MSTRG.11372	12.0	12.0	11.0	17.0	18.0	26.0	9.0	7.0	6.0	8.0	0.0	5.0	0.0	9.0	0.0
ENST00000427242.1	FTLP3	30.0	20.0	21.0	9.0	14.0	5.0	9.0	19.0	25.0	20.0	17.0	9.0	8.0	9.0	8.0
MSTRG.17465.49	MSTRG.17465	5.0	9.0	0.0	5.0	3.0	2.0	9.0	0.0	5.0	7.0	1.0	2.0	0.0	2.0	3.0
MSTRG.14333.1	MSTRG.14333	2.0	6.0	5.0	9.0	12.0	11.0	9.0	16.0	19.0	13.0	17.0	12.0	7.0	10.0	18.0
MSTRG.11945.1	MSTRG.11945	6.0	9.0	8.0	9.0	10.0	7.0	9.0	5.0	5.0	5.0	4.0	5.0	6.0	7.0	7.0
ENST00000570096.1	DHX35-DT	0.0	0.0	3.0	16.0	14.0	25.0	9.0	10.0	27.0	25.0	17.0	11.0	20.0	20.0	7.0
ENST00000549147.1	BLOC1S1	4.0	6.0	9.0	18.0	12.0	27.0	9.0	23.0	21.0	16.0	20.0	22.0	21.0	22.0	26.0
MSTRG.9943.13	MSTRG.9943	19.0	19.0	29.0	31.0	13.0	14.0	9.0	9.0	10.0	4.0	15.0	4.0	28.0	2.0	18.0
ENST00000678103.1	HNRNPA1	2.0	9.0	3.0	16.0	12.0	4.0	9.0	9.0	13.0	7.0	11.0	5.0	0.0	14.0	5.0
ENST00000652380.1	ATP5PO	6.0	8.0	9.0	33.0	15.0	59.0	9.0	46.0	37.0	30.0	40.0	39.0	57.0	45.0	58.0
MSTRG.5933.1	MSTRG.5933	11.0	13.0	13.0	13.0	15.0	9.0	9.0	8.0	6.0	6.0	5.0	7.0	3.0	4.0	5.0
MSTRG.2021.3	MSTRG.2021	4.0	7.0	8.0	22.0	15.0	35.0	9.0	30.0	29.0	21.0	28.0	33.0	36.0	31.0	35.0
MSTRG.16892.27	MSTRG.16892	5.0	8.0	9.0	5.0	12.0	6.0	8.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000690053.1	NDUFB11	2.0	5.0	7.0	11.0	13.0	32.0	8.0	27.0	23.0	20.0	25.0	19.0	9.0	15.0	33.0
MSTRG.8868.17	MSTRG.8868	6.0	7.0	7.0	6.0	7.0	19.0	8.0	9.0	5.0	5.0	11.0	6.0	11.0	7.0	6.0
ENST00000455131.5	CYTOR	4.0	5.0	7.0	19.0	14.0	24.0	8.0	21.0	17.0	14.0	21.0	18.0	24.0	22.0	20.0
ENST00000465618.5	RPL3	12.0	8.0	8.0	13.0	12.0	14.0	8.0	11.0	12.0	10.0	10.0	9.0	10.0	10.0	13.0
MSTRG.279.3	MSTRG.279	24.0	43.0	13.0	10.0	15.0	13.0	8.0	16.0	23.0	4.0	3.0	20.0	0.0	26.0	16.0
MSTRG.24237.16	MSTRG.24237	0.0	4.0	6.0	9.0	6.0	12.0	8.0	22.0	21.0	16.0	17.0	19.0	14.0	22.0	23.0
MSTRG.17461.6	MSTRG.17461	5.0	29.0	22.0	15.0	12.0	43.0	8.0	5.0	11.0	16.0	14.0	10.0	0.0	9.0	10.0
MSTRG.28214.13	MSTRG.28214	5.0	2.0	6.0	9.0	4.0	2.0	8.0	5.0	4.0	2.0	1.0	1.0	11.0	8.0	1.0
ENST00000631698.1	EEF1D	5.0	8.0	9.0	11.0	13.0	17.0	8.0	10.0	10.0	10.0	11.0	11.0	10.0	11.0	13.0
MSTRG.10372.2	MSTRG.10372	8.0	15.0	11.0	6.0	12.0	11.0	8.0	6.0	8.0	8.0	8.0	4.0	12.0	6.0	6.0
ENST00000628420.1	MTMR10	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000493356.5	PFDN4	3.0	5.0	7.0	16.0	10.0	25.0	8.0	15.0	14.0	11.0	14.0	16.0	20.0	18.0	19.0
ENST00000563370.1	RBMX	3.0	6.0	7.0	10.0	11.0	11.0	8.0	7.0	8.0	6.0	8.0	6.0	7.0	7.0	5.0
MSTRG.10188.5	MSTRG.10188	8.0	11.0	7.0	5.0	9.0	6.0	8.0	10.0	6.0	8.0	10.0	4.0	0.0	5.0	9.0
ENST00000687244.1	NDUFB11	2.0	5.0	7.0	11.0	13.0	32.0	8.0	27.0	24.0	20.0	25.0	19.0	9.0	15.0	33.0
MSTRG.20331.1	MSTRG.20331	6.0	4.0	6.0	10.0	4.0	4.0	8.0	11.0	4.0	5.0	3.0	5.0	6.0	2.0	0.0
MSTRG.13657.17	MSTRG.13657	11.0	6.0	8.0	8.0	10.0	16.0	8.0	10.0	4.0	6.0	7.0	10.0	12.0	7.0	6.0
ENST00000691137.1	GAS5	2.0	6.0	7.0	20.0	10.0	30.0	8.0	37.0	30.0	28.0	35.0	34.0	35.0	37.0	43.0
ENST00000709234.1	NDUFB10	4.0	6.0	7.0	18.0	13.0	32.0	8.0	23.0	23.0	22.0	23.0	30.0	31.0	28.0	33.0
ENST00000589739.3	OAZ1	9.0	7.0	8.0	6.0	9.0	7.0	8.0	5.0	5.0	5.0	5.0	5.0	6.0	4.0	6.0
ENST00000557016.6	ERH	6.0	8.0	7.0	20.0	15.0	31.0	8.0	28.0	19.0	18.0	24.0	22.0	25.0	25.0	29.0
MSTRG.4961.1	MSTRG.4961	3.0	5.0	8.0	29.0	16.0	50.0	8.0	37.0	29.0	24.0	33.0	30.0	38.0	34.0	45.0
ENST00000681211.1	IFITM2	14.0	9.0	9.0	11.0	16.0	7.0	8.0	11.0	7.0	6.0	9.0	8.0	13.0	8.0	3.0
ENST00000552870.1	DYNLL1	12.0	7.0	9.0	13.0	12.0	7.0	8.0	10.0	10.0	7.0	10.0	7.0	11.0	9.0	11.0
ENST00000447184.6	PRDX1	8.0	8.0	13.0	13.0	11.0	15.0	8.0	18.0	16.0	14.0	13.0	12.0	14.0	13.0	14.0
ENST00000408378.1	MIR548I3	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000365012.1	ENSG00000201882	0.0	0.0	0.0	10.0	0.0	0.0	8.0	15.0	7.0	4.0	0.0	24.0	0.0	0.0	4.0
ENST00000400087.7	ATP5PF	8.0	9.0	8.0	18.0	12.0	25.0	8.0	21.0	22.0	16.0	20.0	21.0	24.0	21.0	22.0
ENST00000596731.7	WDR83OS	4.0	5.0	9.0	23.0	11.0	43.0	8.0	34.0	28.0	23.0	29.0	29.0	37.0	32.0	37.0
ENST00000222190.9	WDR83OS	4.0	5.0	9.0	23.0	11.0	44.0	8.0	34.0	28.0	23.0	29.0	29.0	37.0	33.0	37.0
ENST00000687189.1	GAS5	3.0	9.0	8.0	32.0	17.0	59.0	8.0	61.0	48.0	43.0	59.0	55.0	73.0	66.0	67.0
MSTRG.4940.9	MSTRG.4940	19.0	8.0	6.0	27.0	4.0	0.0	8.0	29.0	11.0	6.0	6.0	6.0	0.0	10.0	4.0
ENST00000676549.1	PRDX1	9.0	9.0	13.0	13.0	11.0	13.0	8.0	17.0	15.0	13.0	13.0	12.0	13.0	11.0	14.0
MSTRG.12411.13	MSTRG.12411	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000330965.4	RPL9P7	7.0	7.0	8.0	9.0	10.0	8.0	8.0	10.0	7.0	9.0	8.0	8.0	10.0	8.0	8.0
MSTRG.21093.2	MSTRG.21093	21.0	10.0	10.0	9.0	13.0	7.0	8.0	7.0	10.0	5.0	7.0	9.0	6.0	4.0	7.0
MSTRG.13365.14	MSTRG.13365	22.0	26.0	4.0	4.0	11.0	0.0	8.0	5.0	5.0	12.0	9.0	9.0	11.0	2.0	0.0
ENST00000368325.5	CENPW	4.0	4.0	7.0	18.0	12.0	27.0	8.0	16.0	11.0	13.0	14.0	16.0	15.0	19.0	21.0
ENST00000677326.1	PFDN5	4.0	7.0	8.0	14.0	11.0	24.0	8.0	20.0	21.0	16.0	19.0	19.0	19.0	22.0	22.0
ENST00000458862.1	SNORA47	37.0	26.0	0.0	0.0	9.0	7.0	8.0	16.0	11.0	0.0	11.0	12.0	38.0	20.0	0.0
ENST00000364849.1	SNORD87	14.0	41.0	0.0	21.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000487892.1	TXN	17.0	10.0	10.0	13.0	15.0	5.0	8.0	6.0	9.0	8.0	7.0	5.0	6.0	4.0	6.0
ENST00000633919.1	RPS17	7.0	10.0	7.0	8.0	8.0	5.0	8.0	4.0	7.0	6.0	6.0	5.0	3.0	4.0	4.0
MSTRG.4701.3	MSTRG.4701	14.0	11.0	5.0	13.0	8.0	6.0	8.0	2.0	3.0	5.0	2.0	5.0	0.0	3.0	2.0
MSTRG.4701.2	MSTRG.4701	12.0	10.0	5.0	11.0	8.0	5.0	8.0	2.0	3.0	5.0	3.0	7.0	0.0	2.0	2.0
ENST00000578550.5	ANAPC11	3.0	6.0	8.0	22.0	10.0	29.0	8.0	26.0	23.0	18.0	25.0	25.0	28.0	24.0	28.0
MSTRG.16903.2	MSTRG.16903	4.0	3.0	5.0	8.0	8.0	5.0	8.0	5.0	6.0	3.0	6.0	6.0	5.0	6.0	6.0
ENST00000532615.1	ENSG00000254719	0.0	0.0	0.0	11.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0
ENST00000522314.5	ATOX1	9.0	7.0	8.0	16.0	13.0	19.0	8.0	14.0	14.0	11.0	14.0	14.0	11.0	14.0	14.0
MSTRG.14259.18	MSTRG.14259	7.0	30.0	4.0	0.0	11.0	7.0	8.0	7.0	3.0	13.0	18.0	11.0	11.0	12.0	3.0
ENST00000599874.5	SELENOW	6.0	8.0	8.0	33.0	18.0	59.0	8.0	53.0	41.0	37.0	47.0	61.0	91.0	68.0	78.0
ENST00000367089.8	DYNLT1	3.0	6.0	8.0	33.0	14.0	62.0	8.0	42.0	38.0	33.0	43.0	47.0	57.0	51.0	58.0
ENST00000442995.4	HYPK	3.0	5.0	6.0	16.0	11.0	21.0	8.0	20.0	18.0	16.0	20.0	19.0	21.0	20.0	23.0
MSTRG.15163.14	MSTRG.15163	9.0	14.0	11.0	15.0	10.0	12.0	8.0	15.0	17.0	8.0	16.0	14.0	16.0	12.0	8.0
ENST00000377384.5	ZNG1E	2.0	4.0	6.0	21.0	11.0	31.0	8.0	24.0	19.0	14.0	20.0	20.0	25.0	22.0	26.0
ENST00000498999.2	MTND4P12	11.0	8.0	8.0	8.0	11.0	5.0	8.0	5.0	4.0	5.0	4.0	3.0	3.0	4.0	4.0
ENST00000423014.3	TSTD1	5.0	7.0	9.0	13.0	11.0	29.0	8.0	42.0	41.0	32.0	39.0	43.0	41.0	47.0	49.0
ENST00000368023.7	TSTD1	4.0	6.0	8.0	13.0	10.0	27.0	8.0	40.0	39.0	30.0	37.0	41.0	39.0	44.0	47.0
MSTRG.13066.7	MSTRG.13066	5.0	10.0	11.0	20.0	10.0	23.0	8.0	19.0	18.0	14.0	21.0	14.0	14.0	16.0	15.0
MSTRG.25068.7	MSTRG.25068	0.0	0.0	6.0	7.0	8.0	7.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
ENST00000676940.1	ENSG00000288663	4.0	5.0	9.0	25.0	14.0	42.0	8.0	33.0	29.0	23.0	31.0	32.0	39.0	34.0	35.0
ENST00000335895.12	BTF3	5.0	8.0	8.0	35.0	17.0	82.0	8.0	66.0	47.0	41.0	52.0	54.0	89.0	66.0	76.0
ENST00000523172.5	RPL30	1.0	2.0	1.0	3.0	1.0	5.0	8.0	7.0	5.0	4.0	1.0	6.0	0.0	3.0	2.0
MSTRG.27546.14	MSTRG.27546	0.0	0.0	13.0	0.0	3.0	0.0	8.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000451270.7	ANXA2	6.0	7.0	6.0	26.0	12.0	43.0	8.0	23.0	18.0	13.0	17.0	14.0	35.0	21.0	28.0
MSTRG.4145.10	MSTRG.4145	5.0	14.0	9.0	12.0	10.0	5.0	8.0	3.0	1.0	7.0	6.0	1.0	17.0	4.0	0.0
MSTRG.12694.3	MSTRG.12694	29.0	8.0	0.0	15.0	27.0	11.0	8.0	0.0	8.0	6.0	2.0	3.0	0.0	13.0	9.0
ENST00000416869.2	ENSG00000238142	4.0	8.0	8.0	15.0	12.0	16.0	8.0	24.0	22.0	23.0	28.0	26.0	38.0	26.0	30.0
ENST00000457075.1	ENSG00000238142	4.0	8.0	9.0	17.0	12.0	17.0	8.0	25.0	23.0	25.0	30.0	29.0	40.0	29.0	33.0
MSTRG.4802.6	MSTRG.4802	7.0	6.0	10.0	9.0	11.0	10.0	8.0	8.0	10.0	9.0	6.0	8.0	5.0	7.0	9.0
ENST00000652094.1	FKBP2	2.0	3.0	4.0	14.0	10.0	20.0	8.0	14.0	12.0	10.0	13.0	19.0	24.0	17.0	25.0
ENST00000467029.5	MICOS10	3.0	4.0	6.0	17.0	11.0	23.0	8.0	22.0	18.0	16.0	20.0	21.0	22.0	22.0	26.0
MSTRG.17677.1	MSTRG.17677	2.0	2.0	0.0	9.0	2.0	15.0	8.0	0.0	10.0	4.0	5.0	12.0	12.0	6.0	25.0
ENST00000476552.1	MRPL33	6.0	6.0	7.0	14.0	14.0	18.0	8.0	21.0	20.0	18.0	22.0	22.0	20.0	24.0	25.0
MSTRG.8595.1	MSTRG.8595	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000322753.7	MICOS10	3.0	5.0	6.0	17.0	12.0	24.0	8.0	23.0	19.0	17.0	20.0	22.0	23.0	23.0	27.0
ENST00000470123.2	NDUFA5	4.0	6.0	6.0	17.0	12.0	23.0	8.0	16.0	17.0	13.0	18.0	20.0	19.0	20.0	21.0
MSTRG.16903.11	MSTRG.16903	5.0	3.0	6.0	8.0	10.0	6.0	8.0	4.0	7.0	4.0	6.0	5.0	6.0	7.0	6.0
MSTRG.13366.9	MSTRG.13366	11.0	6.0	4.0	6.0	9.0	10.0	8.0	2.0	1.0	2.0	0.0	3.0	0.0	6.0	4.0
ENST00000549198.1	KRT8	3.0	4.0	6.0	14.0	13.0	17.0	8.0	15.0	15.0	13.0	17.0	23.0	24.0	21.0	25.0
ENST00000626046.2	DDT	1.0	4.0	7.0	7.0	10.0	23.0	8.0	22.0	21.0	18.0	17.0	13.0	4.0	8.0	21.0
ENST00000371743.8	ZFAS1	3.0	6.0	7.0	17.0	11.0	27.0	8.0	26.0	24.0	20.0	25.0	26.0	30.0	28.0	29.0
ENST00000505637.1	MRPS30-DT	1.0	10.0	0.0	9.0	18.0	23.0	8.0	24.0	9.0	8.0	4.0	13.0	15.0	13.0	11.0
ENST00000270586.8	PSMB6	5.0	10.0	12.0	43.0	21.0	76.0	8.0	52.0	44.0	37.0	46.0	48.0	74.0	55.0	72.0
MSTRG.539.5	MSTRG.539	6.0	7.0	7.0	13.0	10.0	10.0	8.0	8.0	7.0	9.0	7.0	10.0	8.0	12.0	4.0
MSTRG.4984.3	MSTRG.4984	10.0	6.0	8.0	13.0	11.0	7.0	8.0	4.0	6.0	4.0	4.0	2.0	8.0	5.0	4.0
MSTRG.23389.22	MSTRG.23389	7.0	11.0	8.0	0.0	5.0	12.0	8.0	15.0	19.0	8.0	11.0	10.0	0.0	10.0	21.0
MSTRG.4057.2	MSTRG.4057	10.0	22.0	17.0	8.0	20.0	1.0	8.0	14.0	12.0	14.0	12.0	14.0	0.0	16.0	17.0
ENST00000393891.8	NACA	6.0	9.0	10.0	44.0	19.0	84.0	8.0	63.0	53.0	41.0	56.0	54.0	76.0	68.0	82.0
ENST00000450023.6	NDUFB3	4.0	4.0	7.0	15.0	8.0	16.0	8.0	13.0	14.0	12.0	15.0	16.0	17.0	15.0	18.0
ENST00000558720.5	SRP14	9.0	10.0	11.0	15.0	13.0	20.0	8.0	26.0	24.0	20.0	24.0	20.0	31.0	27.0	26.0
ENST00000531430.5	NEDD8	4.0	6.0	8.0	22.0	12.0	30.0	8.0	28.0	21.0	18.0	22.0	23.0	31.0	25.0	30.0
MSTRG.14030.17	MSTRG.14030	11.0	6.0	8.0	7.0	9.0	6.0	8.0	5.0	6.0	5.0	4.0	5.0	4.0	4.0	6.0
MSTRG.647.6	MSTRG.647	16.0	6.0	8.0	7.0	8.0	6.0	8.0	3.0	4.0	2.0	5.0	2.0	5.0	3.0	3.0
MSTRG.5607.2	MSTRG.5607	8.0	11.0	2.0	1.0	7.0	8.0	8.0	2.0	0.0	2.0	1.0	5.0	0.0	7.0	6.0
MSTRG.5593.12	MSTRG.5593	5.0	4.0	7.0	5.0	6.0	1.0	8.0	6.0	5.0	6.0	5.0	3.0	3.0	1.0	1.0
ENST00000384488.1	SNORA80D	7.0	53.0	53.0	31.0	9.0	56.0	8.0	8.0	11.0	40.0	29.0	19.0	38.0	13.0	30.0
ENST00000223084.7	LSM5	2.0	4.0	6.0	18.0	12.0	28.0	8.0	18.0	16.0	13.0	17.0	19.0	25.0	21.0	25.0
ENST00000519487.6	ELOC	2.0	4.0	6.0	16.0	11.0	24.0	8.0	18.0	15.0	14.0	16.0	19.0	22.0	18.0	23.0
ENST00000409782.5	LSM5	2.0	4.0	5.0	18.0	12.0	29.0	8.0	18.0	16.0	12.0	16.0	17.0	23.0	20.0	23.0
ENST00000651973.1	RNVU1-8	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
ENST00000575519.1	MED31	6.0	7.0	10.0	15.0	13.0	11.0	8.0	13.0	11.0	8.0	13.0	13.0	6.0	13.0	15.0
ENST00000396828.8	NEDD8	7.0	8.0	11.0	21.0	13.0	19.0	8.0	18.0	18.0	15.0	15.0	18.0	19.0	19.0	21.0
MSTRG.23426.12	MSTRG.23426	8.0	7.0	10.0	12.0	12.0	11.0	8.0	9.0	11.0	8.0	9.0	8.0	8.0	7.0	9.0
MSTRG.800.7	MSTRG.800	3.0	6.0	6.0	11.0	8.0	11.0	8.0	10.0	8.0	7.0	9.0	10.0	8.0	11.0	10.0
ENST00000301821.11	RPSA	7.0	10.0	7.0	43.0	22.0	90.0	8.0	55.0	46.0	37.0	45.0	43.0	94.0	61.0	78.0
MSTRG.25518.1	MSTRG.25518	6.0	10.0	12.0	10.0	0.0	0.0	8.0	6.0	5.0	3.0	10.0	10.0	0.0	9.0	9.0
