Reference	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENST00000456318.6	POLR2H	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	1.0	2.0	1.0	3.0	2.0	3.0
MSTRG.19521.2	MSTRG.19521	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	2.0	1.0
ENST00000505830.5	SIL1	0.0	1.0	0.0	2.0	2.0	4.0	0.0	3.0	2.0	3.0	2.0	4.0	3.0	3.0	1.0
MSTRG.18204.1	MSTRG.18204	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.25511.12	MSTRG.25511	0.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MSTRG.22391.1	MSTRG.22391	0.0	0.0	0.0	2.0	1.0	4.0	0.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0
ENST00000396984.2	H2BC4	0.0	1.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
ENST00000420226.1	TM4SF19-AS1	0.0	0.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0
MSTRG.25157.1	MSTRG.25157	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16633.14	MSTRG.16633	0.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
MSTRG.25417.4	MSTRG.25417	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
MSTRG.25417.2	MSTRG.25417	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000463100.5	TMEM14B	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000475474.5	SEPTIN2	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0
ENST00000675837.3	ENSG00000228401	0.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	3.0	3.0	2.0
MSTRG.27787.11	MSTRG.27787	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0
MSTRG.27787.12	MSTRG.27787	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0
ENST00000465017.5	TMEM141	0.0	0.0	1.0	2.0	1.0	3.0	0.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0
MSTRG.25293.19	MSTRG.25293	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000556312.5	ACTR10	0.0	1.0	1.0	2.0	1.0	4.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0
ENST00000395159.7	TIMM9	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	3.0	4.0	4.0	4.0
ENST00000554575.2	RAD51B	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000314067.11	IFT43	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0
ENST00000557623.5	SLIRP	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0
MSTRG.8606.7	MSTRG.8606	0.0	0.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
MSTRG.8240.1	MSTRG.8240	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	4.0
MSTRG.8237.9	MSTRG.8237	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0
ENST00000298288.11	LRR1	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0
MSTRG.7945.2	MSTRG.7945	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
MSTRG.7604.1	MSTRG.7604	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	3.0	2.0	4.0	4.0
MSTRG.7756.1	MSTRG.7756	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000554455.5	HNRNPC	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0
ENST00000553444.1	HNRNPC	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
ENST00000554869.5	LRR1	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000288087.12	MDP1	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0
ENST00000686430.2	ENSG00000293497	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0
ENST00000688866.2	ENSG00000293497	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0
ENST00000689842.1	ENSG00000293497	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0
MSTRG.8105.1	MSTRG.8105	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.8729.2	MSTRG.8729	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.9535.1	MSTRG.9535	0.0	0.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.9518.25	MSTRG.9518	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENST00000612800.1	CIB1	0.0	1.0	1.0	2.0	3.0	6.0	0.0	5.0	4.0	3.0	3.0	2.0	1.0	2.0	4.0
MSTRG.9379.14	MSTRG.9379	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0
MSTRG.9010.2	MSTRG.9010	0.0	1.0	4.0	2.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	2.0	6.0	1.0	0.0
MSTRG.9225.7	MSTRG.9225	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MSTRG.9345.47	MSTRG.9345	0.0	0.0	0.0	2.0	1.0	3.0	0.0	3.0	3.0	3.0	3.0	4.0	5.0	4.0	5.0
ENST00000560495.1	ANXA2	0.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0
ENST00000558779.2	CIAO2A	0.0	0.0	0.0	2.0	1.0	5.0	0.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0
ENST00000549135.1	PRR13	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0
MSTRG.6357.13	MSTRG.6357	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0
MSTRG.6357.15	MSTRG.6357	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	2.0	3.0	3.0
MSTRG.6407.39	MSTRG.6407	0.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0
ENST00000547844.1	MBD6	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000664635.1	GIHCG	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0
ENST00000545407.5	TMBIM4	0.0	0.0	0.0	2.0	1.0	4.0	0.0	4.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0
MSTRG.6312.1	MSTRG.6312	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000551694.5	FKBP11	0.0	0.0	1.0	2.0	1.0	4.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0
ENST00000256680.10	FKBP11	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0
ENST00000691225.1	DDN-AS1	0.0	0.0	1.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
MSTRG.6723.1	MSTRG.6723	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	4.0	5.0	6.0	3.0
ENST00000382758.6	EEF1AKMT1	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	2.0	2.0	3.0	3.0	2.0
MSTRG.7248.4	MSTRG.7248	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	2.0	2.0	3.0	2.0	4.0	4.0	3.0
ENST00000382754.4	EEF1AKMT1	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0
MSTRG.7358.14	MSTRG.7358	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000379221.4	DNAJC15	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	3.0	3.0	5.0	3.0	4.0
ENST00000393128.8	MRPL42	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	3.0
ENST00000358678.7	MRPL42	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0
ENST00000551396.5	MRPL42	0.0	0.0	0.0	2.0	1.0	5.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	4.0
ENST00000544341.5	WASHC3	0.0	0.0	0.0	2.0	1.0	5.0	0.0	5.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0
ENST00000535501.5	WASHC3	0.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0
MSTRG.6901.2	MSTRG.6901	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MSTRG.6989.15	MSTRG.6989	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
ENST00000357500.5	POP5	0.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0
ENST00000661348.3	SNHG16	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	2.0
ENST00000670737.3	SNHG16	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	2.0	1.0	2.0	1.0	3.0	3.0	3.0
ENST00000493536.7	SNHG16	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0
ENST00000590925.6	BIRC5	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
ENST00000581618.1	PSMD12	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MSTRG.12049.4	MSTRG.12049	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
MSTRG.12049.5	MSTRG.12049	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
MSTRG.12084.22	MSTRG.12084	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000419140.7	PHB1	0.0	0.0	0.0	2.0	1.0	5.0	0.0	3.0	3.0	2.0	3.0	3.0	5.0	4.0	5.0
ENST00000614445.5	PHB1	0.0	0.0	0.0	2.0	1.0	5.0	0.0	3.0	3.0	2.0	3.0	3.0	5.0	4.0	6.0
ENST00000409433.2	PTRH2	0.0	0.0	0.0	2.0	1.0	3.0	0.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0
MSTRG.13170.1	MSTRG.13170	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000586949.1	ENSG00000267279	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000690638.1	ENSG00000267279	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MSTRG.13092.5	MSTRG.13092	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	3.0
ENST00000313408.11	NDUFS7	0.0	0.0	1.0	2.0	1.0	7.0	0.0	5.0	4.0	3.0	4.0	3.0	0.0	3.0	5.0
MSTRG.13092.1	MSTRG.13092	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	2.0	3.0
MSTRG.12735.11	MSTRG.12735	0.0	3.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
MSTRG.12778.5	MSTRG.12778	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000489915.1	RPL6P27	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MSTRG.13071.1	MSTRG.13071	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MSTRG.12954.1	MSTRG.12954	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000639248.1	ZNF271P	0.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
ENST00000569798.5	ALDOA	0.0	1.0	1.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0
MSTRG.10461.9	MSTRG.10461	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
ENST00000562235.5	TMEM208	0.0	0.0	1.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	3.0	3.0	5.0	2.0	3.0
ENST00000568717.1	PSMD7	0.0	1.0	1.0	2.0	1.0	2.0	0.0	2.0	2.0	1.0	2.0	1.0	3.0	2.0	2.0
ENST00000570255.6	TMEM219	0.0	1.0	0.0	2.0	1.0	6.0	0.0	4.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0
ENST00000279396.11	TMEM219	0.0	1.0	0.0	2.0	1.0	7.0	0.0	5.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0
ENST00000526464.6	IL32	0.0	0.0	0.0	2.0	1.0	6.0	0.0	2.0	2.0	2.0	2.0	2.0	4.0	3.0	4.0
MSTRG.10377.2	MSTRG.10377	0.0	1.0	0.0	2.0	1.0	7.0	0.0	5.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0
ENST00000444393.7	IL32	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	1.0	1.0	1.0	2.0	3.0	2.0	4.0
MSTRG.10079.24	MSTRG.10079	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
MSTRG.10096.16	MSTRG.10096	0.0	1.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
MSTRG.10372.52	MSTRG.10372	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000414689.6	TMEM219	0.0	1.0	0.0	2.0	1.0	5.0	0.0	3.0	3.0	3.0	2.0	2.0	4.0	3.0	3.0
ENST00000662869.1	SNHG29	0.0	1.0	0.0	2.0	2.0	5.0	0.0	4.0	4.0	3.0	4.0	3.0	9.0	4.0	6.0
ENST00000580434.5	RANGRF	0.0	0.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000439238.3	RANGRF	0.0	0.0	1.0	2.0	2.0	4.0	0.0	3.0	2.0	2.0	3.0	2.0	2.0	4.0	4.0
ENST00000582911.6	SNHG29	0.0	1.0	1.0	2.0	2.0	3.0	0.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0
ENST00000480811.6	SNHG29	0.0	0.0	0.0	2.0	2.0	4.0	0.0	4.0	3.0	3.0	4.0	3.0	7.0	4.0	5.0
ENST00000484836.2	SNHG29	0.0	1.0	1.0	2.0	2.0	4.0	0.0	4.0	3.0	3.0	3.0	3.0	7.0	4.0	5.0
ENST00000317635.6	TMEM11	0.0	0.0	0.0	2.0	1.0	4.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0
ENST00000577419.5	TMEM11	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0
MSTRG.11651.4	MSTRG.11651	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000617429.5	ZNHIT3	0.0	1.0	0.0	2.0	1.0	5.0	0.0	4.0	3.0	3.0	4.0	3.0	8.0	5.0	5.0
ENST00000622432.1	AATF	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000498164.2	MIEN1	0.0	1.0	0.0	2.0	1.0	3.0	0.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0
ENST00000486645.5	CMC2	0.0	0.0	0.0	2.0	1.0	3.0	0.0	4.0	2.0	1.0	2.0	2.0	0.0	3.0	4.0
ENST00000569187.5	CMC2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0
ENST00000381209.8	RPAIN	0.0	0.0	0.0	2.0	1.0	6.0	0.0	5.0	3.0	2.0	4.0	3.0	6.0	4.0	5.0
ENST00000477828.6	BTF3L4	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	5.0	3.0	5.0
MSTRG.1120.1	MSTRG.1120	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.1177.17	MSTRG.1177	0.0	2.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	3.0	5.0	3.0	1.0	4.0	2.0
MSTRG.1259.1	MSTRG.1259	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000458763.2	ZZZ3	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000460428.5	SFPQ	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
ENST00000315732.3	LSM10	0.0	0.0	1.0	2.0	1.0	7.0	0.0	5.0	4.0	3.0	3.0	3.0	4.0	3.0	5.0
MSTRG.876.1	MSTRG.876	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000397572.5	MYCBP	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
ENST00000372521.9	SVBP	0.0	0.0	0.0	2.0	2.0	4.0	0.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	3.0
ENST00000651476.1	UROD	0.0	0.0	0.0	2.0	2.0	3.0	0.0	2.0	2.0	1.0	1.0	2.0	3.0	2.0	3.0
ENST00000328703.12	HAX1	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0
ENST00000483970.7	HAX1	0.0	1.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0
MSTRG.1887.4	MSTRG.1887	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
ENST00000676321.1	ATP1A1-AS1	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	1.0	2.0	3.0	3.0	3.0	2.0	3.0
MSTRG.1747.4	MSTRG.1747	0.0	0.0	0.0	2.0	1.0	2.0	0.0	9.0	6.0	5.0	8.0	7.0	11.0	8.0	9.0
MSTRG.1892.1	MSTRG.1892	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
MSTRG.743.1	MSTRG.743	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000413987.1	SNHG3	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	3.0	2.0	2.0	3.0	5.0	3.0	4.0
ENST00000442585.6	POLR1H	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000476022.1	CSNK2B	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000445885.6	RNF5	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000633581.1	B2M	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	3.0	2.0	2.0	2.0	4.0	3.0	3.0
ENST00000642867.1	VPS28	0.0	0.0	0.0	2.0	0.0	5.0	0.0	4.0	2.0	2.0	2.0	3.0	4.0	3.0	3.0
ENST00000646165.2	MDP1	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0
ENST00000707375.1	NECAP2	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0
ENST00000432616.2	RNF5	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000437373.6	POLR1H	0.0	0.0	0.0	2.0	0.0	5.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0
ENST00000433264.6	POLR1H	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000417738.6	POLR1H	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0
ENST00000441251.6	POLR1H	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000453473.2	RNF5	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000432904.6	POLR1H	0.0	0.0	0.0	2.0	0.0	5.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0
ENST00000432227.6	POLR1H	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0
ENST00000413786.2	RNF5	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000464220.1	CSNK2B	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.573.4	MSTRG.573	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000606617.1	ENSG00000272478	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000361157.11	IFI6	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	3.0	4.0	5.0	3.0
ENST00000362020.4	IFI6	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	3.0	4.0	5.0	3.0
MSTRG.712.9	MSTRG.712	0.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
MSTRG.283.1	MSTRG.283	0.0	1.0	2.0	2.0	0.0	2.0	0.0	1.0	3.0	0.0	3.0	1.0	0.0	1.0	3.0
ENST00000306256.13	RER1	0.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
ENST00000486390.1	NECAP2	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0
MSTRG.512.4	MSTRG.512	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
ENST00000714029.1	SDHB	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	1.0	1.0	2.0	3.0	4.0	2.0	3.0
ENST00000714033.1	SDHB	0.0	0.0	0.0	2.0	1.0	6.0	0.0	4.0	2.0	1.0	2.0	3.0	5.0	3.0	5.0
ENST00000475049.5	SDHB	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
MSTRG.2076.4	MSTRG.2076	0.0	2.0	4.0	2.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000310999.11	MRPL11	0.0	0.0	1.0	2.0	1.0	4.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0
MSTRG.4912.30	MSTRG.4912	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.4981.3	MSTRG.4981	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENST00000529369.2	DHCR7-DT	0.0	1.0	0.0	2.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0
ENST00000527446.5	RPS3	0.0	1.0	0.0	2.0	1.0	4.0	0.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0
