gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC	neg_log10_pval	neg_log10_fdr	significance	transcript_label
ENSG00000067560	ENST00000678200.1	0.54148461164732	1	0.461818105720173	1	0.115984543058561	0.106837871282179	-0.118509418123245	0.335529044436989	0	Not significant	ENSG00000067560:ENST00000678200.1
ENSG00000067560	ENST00000678921.2	0.534424435387336	1	0.464752651496091	1	0.132638749665325	0.142746159235071	0.105949616308957	0.33277812382215	0	Not significant	ENSG00000067560:ENST00000678921.2
ENSG00000067560	ENST00000679208.1	2.38488447716009	1	0.122513948821484	0.618141170753308	0.124981751832685	0.101068648753878	-0.30638192100367	0.911814461900873	0.208912329639827	Not significant	ENSG00000067560:ENST00000679208.1
ENSG00000067955	ENST00000290858.11	0.135867677710962	1	0.712424158568783	1	0.350337922403004	0.359412492269635	0.0368933927272942	0.147261361871317	0	Not significant	ENSG00000067955:ENST00000290858.11
ENSG00000067955	ENST00000563939.3	0.000522648619607935	1	0.981760743282032	1	0.26017521902378	0.299814471243043	0.204586464146726	0.007994337602667	0	Not significant	ENSG00000067955:ENST00000563939.3
ENSG00000067955	ENST00000650873.1	0.0959710687529878	1	0.756719153429429	1	0.389486858573217	0.340773036487322	-0.192763464572404	0.121065273402014	0	Not significant	ENSG00000067955:ENST00000650873.1
ENSG00000068001	ENST00000357750.9	0.0320055382026112	1	0.858015502523449	1	0.25056565235078	0.255757048927265	0.0295853397312381	0.0665048652986528	0	Not significant	ENSG00000068001:ENST00000357750.9
ENSG00000068001	ENST00000395139.7	0.0117794881998634	1	0.913572626776685	1	0.251863913809348	0.24861952010589	-0.0187048599674037	0.0392569215959675	0	Not significant	ENSG00000068001:ENST00000395139.7
ENSG00000068001	ENST00000442581.1	0.0253717914474691	1	0.873444139753499	1	0.242150412557053	0.237496713793135	-0.0279959096693015	0.0587648646622203	0	Not significant	ENSG00000068001:ENST00000442581.1
ENSG00000068001	ENST00000447092.5	0.00729748984667822	1	0.931923243114957	1	0.255420021282819	0.25812671717371	0.015207857847304	0.0306198563846339	0	Not significant	ENSG00000068001:ENST00000447092.5
ENSG00000068120	ENST00000393818.3	6.42310354617052	1	0.0112645133978933	0.147300963776583	0.678388278388278	0.806519723385744	0.249598572482404	1.94828756409765	0.831794411599443	Not significant	ENSG00000068120:ENST00000393818.3
ENSG00000068120	ENST00000421097.6	6.42310354617052	1	0.0112645133978933	0.147300963776583	0.321611721611722	0.193480276614256	-0.733133483130036	1.94828756409765	0.831794411599443	Not significant	ENSG00000068120:ENST00000421097.6
ENSG00000068308	ENST00000376488.8	0.0309261774575589	1	0.860405186570272	1	0.535791350032836	0.546652421652422	0.028952524749012	0.0652969803254166	0	Not significant	ENSG00000068308:ENST00000376488.8
ENSG00000068308	ENST00000396743.7	0.0309261774575589	1	0.860405186570272	1	0.464208649967164	0.453347578347578	-0.0341558273271942	0.0652969803254166	0	Not significant	ENSG00000068308:ENST00000396743.7
ENSG00000068366	ENST00000340800.7	0.0389030785299838	1	0.843640799257438	1	0.19040404040404	0.20233131243602	0.0876555129178988	0.0738424255376805	0	Not significant	ENSG00000068366:ENST00000340800.7
ENSG00000068366	ENST00000348502.10	0.0055573359131813	1	0.940574713891344	1	0.210606060606061	0.198909392024663	-0.0824355549837218	0.0266067008664331	0	Not significant	ENSG00000068366:ENST00000348502.10
ENSG00000068366	ENST00000469796.7	0.0055567838717252	1	0.940577660025504	1	0.212121212121212	0.201353001047219	-0.0751619226275289	0.026605340540894	0	Not significant	ENSG00000068366:ENST00000469796.7
ENSG00000068366	ENST00000672401.1	0.127028291579336	1	0.721533327779646	1	0.217929292929293	0.204109893277795	-0.0945140171015707	0.141743603951625	0	Not significant	ENSG00000068366:ENST00000672401.1
ENSG00000068366	ENST00000683559.1	0.104994293069467	1	0.745916662707252	1	0.168939393939394	0.193296401214303	0.194308997191078	0.127309691224548	0	Not significant	ENSG00000068366:ENST00000683559.1
ENSG00000068489	ENST00000262293.9	0.302116005682365	1	0.582558906226954	1	0.506666666666667	0.534660827854246	0.0775870631269912	0.234660153811196	0	Not significant	ENSG00000068489:ENST00000262293.9
ENSG00000068489	ENST00000578542.5	0.302116005682365	1	0.582558906226954	1	0.493333333333333	0.465339172145754	-0.0842801320726851	0.234660153811196	0	Not significant	ENSG00000068489:ENST00000578542.5
ENSG00000069329	ENST00000299138.12	0.0135746238740921	1	0.907248212346538	1	0.372247823860727	0.372223930222496	-9.26058865451496e-05	0.0422738788659552	0	Not significant	ENSG00000069329:ENST00000299138.12
ENSG00000069329	ENST00000568784.6	0.00375129497649596	1	0.951161849446315	1	0.313876088069636	0.313888034888752	5.49111236674818e-05	0.0217455773414472	0	Not significant	ENSG00000069329:ENST00000568784.6
ENSG00000069329	ENST00000647959.1	0.00375125834659684	1	0.951162087591421	1	0.313876088069636	0.313888034888752	5.49111236674818e-05	0.0217454686059121	0	Not significant	ENSG00000069329:ENST00000647959.1
ENSG00000069849	ENST00000286371.8	0.0733984160824548	1	0.786451469756004	1	0.254796058194116	0.262144862502881	0.04102131364555	0.104328071600707	0	Not significant	ENSG00000069849:ENST00000286371.8
ENSG00000069849	ENST00000462082.1	0.165649678458067	1	0.684007376030405	1	0.242084317327036	0.231402729145977	-0.0651037423121771	0.16493921501668	0	Not significant	ENSG00000069849:ENST00000462082.1
ENSG00000069849	ENST00000465172.5	0.0388625558853164	1	0.843721204747641	1	0.254796058194116	0.25987044351355	0.0284495988984229	0.0738010358884487	0	Not significant	ENSG00000069849:ENST00000465172.5
ENSG00000069849	ENST00000466678.5	0.00601293661748059	1	0.938191483776614	1	0.248323566284731	0.246581964837593	-0.0101538980063188	0.0277085135820066	0	Not significant	ENSG00000069849:ENST00000466678.5
ENSG00000070010	ENST00000263202.15	2.64327961806839	1	0.103988675864217	0.568661651245277	0.485695825913217	0.547322165275718	0.172337195681159	0.983013951830578	0.245146058215425	Not significant	ENSG00000070010:ENST00000263202.15
ENSG00000070010	ENST00000399523.5	3.80281736747202	1	0.0511664208247745	0.376129112647694	0.234766320635886	0.178487999498156	-0.395398376530091	1.29101496157812	0.424663050590023	Not significant	ENSG00000070010:ENST00000399523.5
ENSG00000070010	ENST00000459854.5	0.0305228085007911	1	0.861309254001812	1	0.279537853450897	0.274189835226126	-0.0278685695071554	0.0648408866508553	0	Not significant	ENSG00000070010:ENST00000459854.5
ENSG00000070087	ENST00000239940.12	0.0720972659046311	1	0.788307286136703	1	0.259851773112469	0.273225123082124	0.0724012423593602	0.10330445933799	0	Not significant	ENSG00000070087:ENST00000239940.12
ENSG00000070087	ENST00000423691.2	0.936437603350896	1	0.333195685976997	1	0.259799045847412	0.220449312483327	-0.236949154654093	0.477300630219973	0	Not significant	ENSG00000070087:ENST00000423691.2
ENSG00000070087	ENST00000452853.6	0.0679924938403929	1	0.794282448873757	1	0.259024587778242	0.270826953070318	0.0642822735392553	0.100025033877013	0	Not significant	ENSG00000070087:ENST00000452853.6
ENSG00000070087	ENST00000649949.1	0.174918774942853	1	0.67577682927948	1	0.221324593261877	0.235498611364231	0.0895547827121015	0.170196703192342	0	Not significant	ENSG00000070087:ENST00000649949.1
