transcript_id,q_value
ENST00000519911.5,0.081057288
ENST00000311212.9,0.081057288
ENST00000621674.4,0.081057288
ENST00000590068.1,0.081057288
ENST00000394920.6,0.081145184
ENST00000508069.6,0.081300015
ENST00000479153.1,0.081300015
ENST00000476300.1,0.081880259
ENST00000549098.5,0.082723521
ENST00000644393.1,0.082864279
ENST00000319285.5,0.082864279
ENST00000710774.1,0.082864279
ENST00000678713.1,0.083074535
ENST00000482463.5,0.083154711
ENST00000367679.7,0.083154711
ENST00000246337.9,0.083154711
ENST00000396394.7,0.083154711
ENST00000524606.1,0.083154711
ENST00000568293.1,0.083154711
ENST00000490223.1,0.083154711
ENST00000594527.1,0.083154711
ENST00000614882.2,0.083154711
ENST00000620176.4,0.083154711
ENST00000369498.8,0.083473063
ENST00000343262.9,0.083698475
ENST00000552218.5,0.085135879
ENST00000510019.5,0.085453156
ENST00000584906.6,0.085765977
ENST00000460840.5,0.086345255
ENST00000532904.5,0.086783463
ENST00000377595.8,0.08680513
ENST00000419068.1,0.08680513
ENST00000300035.9,0.08680513
ENST00000584432.5,0.086871014
ENST00000690920.1,0.086871735
ENST00000581913.5,0.086871735
ENST00000602569.2,0.086871735
ENST00000678376.1,0.086871735
ENST00000618159.1,0.087010434
ENST00000368304.9,0.087307189
ENST00000473344.1,0.088008993
ENST00000559519.5,0.089052781
ENST00000527914.5,0.089375344
ENST00000545199.5,0.089876147
ENST00000458578.6,0.089934057
ENST00000449323.5,0.089946344
ENST00000620396.4,0.089946344
ENST00000593149.5,0.090046171
ENST00000486645.5,0.09012097
ENST00000549370.5,0.090644681
ENST00000473500.5,0.090644681
ENST00000696365.1,0.090644681
ENST00000507001.1,0.09116775
ENST00000676873.1,0.09116775
ENST00000695598.1,0.091437507
ENST00000480908.1,0.091437507
ENST00000468318.5,0.091437507
ENST00000474215.5,0.091437507
ENST00000681211.1,0.091437507
ENST00000592700.2,0.091494218
ENST00000464218.5,0.091494218
ENST00000585362.7,0.091494218
ENST00000539708.5,0.091537395
ENST00000389912.7,0.091629221
ENST00000548556.1,0.091629221
ENST00000505459.6,0.091789746
ENST00000659595.1,0.091873227
ENST00000423431.5,0.092725851
ENST00000457444.6,0.09372443
ENST00000495333.6,0.093987063
ENST00000297534.7,0.094021947
ENST00000549759.2,0.094132803
ENST00000531596.6,0.094204266
ENST00000507022.1,0.094549241
ENST00000549041.1,0.094549241
ENST00000704376.1,0.094549241
ENST00000585665.2,0.094602504
ENST00000354811.5,0.094602504
ENST00000642387.1,0.095527132
ENST00000338662.6,0.095915532
ENST00000492739.1,0.097212895
ENST00000471245.1,0.097327093
ENST00000485612.5,0.097327093
ENST00000477613.6,0.097385606
ENST00000614288.1,0.097385606
ENST00000473578.5,0.098299812
ENST00000595072.2,0.099160707
ENST00000448864.6,0.099664527
ENST00000677048.1,0.099684703
ENST00000612813.4,0.099684703
ENST00000700613.1,0.101576981
ENST00000330374.7,0.101576981
ENST00000496429.1,0.101576981
ENST00000477676.6,0.101576981
ENST00000534029.5,0.101597796
ENST00000677335.1,0.10163963
ENST00000643321.1,0.101830611
ENST00000463215.1,0.102465449
ENST00000366860.9,0.102465449
ENST00000316084.10,0.102465449
ENST00000472418.5,0.102707383
ENST00000593892.5,0.102707383
ENST00000541064.5,0.103749118
ENST00000413202.1,0.104777515
ENST00000355938.9,0.105154501
ENST00000586035.1,0.105297954
ENST00000679383.1,0.105297954
ENST00000476222.5,0.105297954
ENST00000599874.5,0.105943836
ENST00000551217.1,0.106012484
ENST00000216034.6,0.106012484
ENST00000492561.1,0.106012484
ENST00000395119.7,0.106597392
ENST00000606961.1,0.106597392
ENST00000396651.8,0.106597392
ENST00000550765.6,0.107106415
ENST00000396953.6,0.107106415
ENST00000556431.1,0.107275941
